Quantity,Name,Price,Link,Note
1,Module DS1302 Real-Clock Module with Battery,$9.57 ,https://www.aliexpress.com/item/1005011965586264.html,-
1,Arduino Nano 3.0 with Type-C,$1.92 ,https://www.aliexpress.com/item/1005006128051481.html,-
1,MG90S Micro Servo Motor 360 degrees,$0.99,https://www.aliexpress.com/item/1005004550692203.html,You only need one but the listing offers 2
1,3AA cell battery holder,$0.88 ,https://www.aliexpress.com/item/1005008965146833.html,-
